Video,Event,Start_time,End Time,Start_frame,End_frame,Bout_time
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,257.75,266.65,5155,5332,8.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,286.05,287.25,5721,5744,1.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,292.55,293.1,5851,5861,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,293.65,294.75,5873,5894,1.1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,306.25,308.3,6125,6165,2.05
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,318.6,322.6,6372,6451,4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,338.55,339.45,6771,6788,0.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,369.45,369.8,7389,7395,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,403.05,404.9,8061,8097,1.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,428,428.6,8560,8571,0.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,478.2,480.05,9564,9600,1.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,481.55,488.6,9631,9771,7.05
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,492.7,493.9,9854,9877,1.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,494.7,495.15,9894,9902,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,505.95,506.3,10119,10125,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,535.1,539.7,10702,10793,4.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,554.55,555.3,11091,11105,0.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,555.8,559.65,11116,11192,3.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,approach,594.5,595.35,11890,11906,0.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,1.65,2.9,33,57,1.25
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,3.35,3.9,67,77,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,7.45,10.9,149,217,3.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,21.1,32.15,422,642,11.05
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,33.45,34.45,669,688,1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,39.5,40.6,790,811,1.1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,43,43.8,860,875,0.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,44.3,44.8,886,895,0.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,49.6,53.65,992,1072,4.05
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,58.05,58.8,1161,1175,0.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,60.05,66.75,1201,1334,6.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,85.7,87.1,1714,1741,1.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,173.7,174.7,3474,3493,1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,177.3,179.45,3546,3588,2.15
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,195.45,196.05,3909,3920,0.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,215.7,219.6,4314,4391,3.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,224.6,225.55,4492,4510,0.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,250.25,252.05,5005,5040,1.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,259.7,272.05,5194,5440,12.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,282,283.15,5640,5662,1.15
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,293.2,295.95,5864,5918,2.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,315.6,316.4,6312,6327,0.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,335.45,336.45,6709,6728,1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,337.05,337.45,6741,6748,0.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,337.8,339.45,6756,6788,1.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,344.25,345.45,6885,6908,1.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,352.05,352.65,7041,7052,0.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,353.4,354,7068,7079,0.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,356.4,357.1,7128,7141,0.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,363.3,363.85,7266,7276,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,365.6,366.25,7312,7324,0.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,383.2,383.55,7664,7670,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,435.9,436.6,8718,8731,0.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,452.6,453.05,9052,9060,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,455.4,456.85,9108,9136,1.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,475.15,477.65,9503,9552,2.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,550.9,551.45,11018,11028,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,580.95,582.95,11619,11658,2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,avoid,598.8,599.3,11976,11985,0.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,0,0.3,0,5,0.3
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,0.65,14.85,13,296,14.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,21,32.5,420,649,11.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,33.45,34.4,669,687,0.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,35.4,37.35,708,746,1.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,40.5,44.7,810,893,4.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,47.75,53.75,955,1074,6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,57.6,58.4,1152,1167,0.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,59.55,66.85,1191,1336,7.3
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,81.95,84.3,1639,1685,2.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,84.65,87.45,1693,1748,2.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,90.5,91,1810,1819,0.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,93,94.9,1860,1897,1.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,96.2,97.75,1924,1954,1.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,112.15,112.5,2243,2249,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,114.9,115.45,2298,2308,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,116.95,117.4,2339,2347,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,117.75,118.2,2355,2363,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,136.4,137.8,2728,2755,1.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,149.6,151.6,2992,3031,2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,155.9,156.85,3118,3136,0.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,165.25,166.05,3305,3320,0.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,171.05,171.75,3421,3434,0.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,173.15,175,3463,3499,1.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,177.15,179.6,3543,3591,2.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,189.6,196.2,3792,3923,6.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,198.85,202.1,3977,4041,3.25
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,214.55,222.05,4291,4440,7.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,224.4,225.7,4488,4513,1.3
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,228.2,229.5,4564,4589,1.3
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,236.5,238.65,4730,4772,2.15
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,242.95,246.8,4859,4935,3.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,247.2,248.1,4944,4961,0.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,250.45,252,5009,5039,1.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,257.8,268.65,5156,5372,10.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,270.8,272.05,5416,5440,1.25
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,280.4,280.85,5608,5616,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,281.85,284.6,5637,5691,2.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,286.75,288.1,5735,5761,1.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,292.45,295.4,5849,5907,2.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,307.25,308.55,6145,6170,1.3
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,314.85,316.55,6297,6330,1.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,333.15,336.55,6663,6730,3.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,337,340.65,6740,6812,3.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,342.1,345.55,6842,6910,3.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,351.95,352.65,7039,7052,0.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,353.35,354,7067,7079,0.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,355.45,357.25,7109,7144,1.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,363.25,363.6,7265,7271,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,365.3,366.45,7306,7328,1.15
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,370.65,371.3,7413,7425,0.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,371.65,372.2,7433,7443,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,381.95,383.65,7639,7672,1.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,386.3,388.25,7726,7764,1.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,389.2,392.55,7784,7850,3.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,402.1,404.65,8042,8092,2.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,408.85,409.6,8177,8191,0.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,427,429.6,8540,8591,2.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,442.1,442.75,8842,8854,0.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,473.35,477.55,9467,9550,4.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,483.6,488.65,9672,9772,5.05
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,501.6,501.95,10032,10038,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,502.55,505.1,10051,10101,2.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,506.6,506.95,10132,10138,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,516.55,517.8,10331,10355,1.25
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,521.1,522.2,10422,10443,1.1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,525.1,525.55,10502,10510,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,536.75,537.15,10735,10742,0.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,550.75,551.5,11015,11029,0.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,554.9,560,11098,11199,5.1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,573.9,575.85,11478,11516,1.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,579.7,583.3,11594,11665,3.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,584.9,587,11698,11739,2.1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,being_approached,598.6,599.95,11972,11998,1.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,2.7,3.25,54,64,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,12.25,15.1,245,301,2.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,36.05,39.25,721,784,3.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,42.15,45.05,843,900,2.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,47.05,47.6,941,951,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,62.75,63.3,1255,1265,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,74.2,78.6,1484,1571,4.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,79.95,80.85,1599,1616,0.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,117.4,117.85,2348,2356,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,150.05,151.05,3001,3020,1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,183.1,184.95,3662,3698,1.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,199.15,200.1,3983,4001,0.95
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,200.45,201.05,4009,4020,0.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,214.9,215.9,4298,4317,1
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,217.15,217.55,4343,4350,0.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,237.3,239.7,4746,4793,2.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,243.35,248,4867,4959,4.65
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,251.45,252.15,5029,5042,0.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,257.9,267.7,5158,5353,9.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,307.4,308.1,6148,6161,0.7
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,337,337.5,6740,6749,0.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,338.75,339.35,6775,6786,0.6
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,423.95,426.85,8479,8536,2.9
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,428.15,428.5,8563,8569,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,474.95,477.4,9499,9547,2.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,485.95,488.15,9719,9762,2.2
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,536.7,537.15,10734,10742,0.45
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,543.95,544.45,10879,10888,0.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,554.6,558.9,11092,11177,4.3
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,interact,594.55,595.1,11891,11901,0.55
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,34.4,35.2,688,703,0.8
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,97.9,98.3,1958,1965,0.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,108.25,108.75,2165,2174,0.5
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,122.35,122.7,2447,2453,0.35
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,159.2,160.05,3184,3200,0.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,220.7,221.1,4414,4421,0.4
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,221.85,222.6,4437,4451,0.75
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,224.55,225.4,4491,4507,0.85
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,316.55,318.7,6331,6373,2.15
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,524.85,526.1,10497,10521,1.25
Dual_FP-210216-102345_1130-none-231201-171233_Cam1_clipped_01m_11s_cropped,run,557.15,557.9,11143,11157,0.75
