Video,Event,Start_time,End Time,Start_frame,End_frame,Bout_time
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,405.15,413.55,8103,8270,8.4
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,419.7,420.35,8394,8406,0.65
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,426.5,427.35,8530,8546,0.85
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,467.1,468.35,9342,9366,1.25
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,479.75,481.15,9595,9622,1.4
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,493.05,493.75,9861,9874,0.7
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,523.6,524.7,10472,10493,1.1
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,525.6,526.85,10512,10536,1.25
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,542.85,545.9,10857,10917,3.05
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,546.4,547.45,10928,10948,1.05
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,550.2,551.1,11004,11021,0.9
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,570.55,574.4,11411,11487,3.85
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,579.45,580.35,11589,11606,0.9
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,583.95,585.55,11679,11710,1.6
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,interact,589.75,590.55,11795,11810,0.8
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,8.5,9.85,170,196,1.35
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,12.85,13.3,257,265,0.45
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,64.85,65.25,1297,1304,0.4
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,188,188.35,3760,3766,0.35
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,264.8,265.25,5296,5304,0.45
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,267.25,268.2,5345,5363,0.95
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,348.25,349.35,6965,6986,1.1
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,379.9,380.4,7598,7607,0.5
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,400.5,401.05,8010,8020,0.55
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,402.4,402.85,8048,8056,0.45
Dual_FP-210216-102345_1198-none-231203-163300_Cam2_clipped_04m_12s_cropped,run,462.25,463.05,9245,9260,0.8
