time,dff,zscore
59.99493,-0.03310128760330625,-2.1800354869979013
60.09323664509469,-0.028386236244911076,-1.8695043869841965
60.19154329018939,-0.013176974565218887,-0.8678294526524907
60.28984993528408,-0.0072515686880001914,-0.477584964264422
60.38815658037878,-0.017552583767733162,-1.1560050493970657
60.48646322547347,-0.01695750544181666,-1.1168134662954003
60.58476987056817,-0.00880120934060806,-0.5796435803648546
60.68307651566286,-0.0022870229568667244,-0.1506222803453359
60.78138316075756,-0.001153451056517818,-0.07596575968343108
60.87968980585225,-0.010130581843082118,-0.6671954380527306
60.97799645094695,-0.01836374444867999,-1.2094277163832465
61.07630309604164,-0.01246518283899779,-0.820951179029757
61.17460974113634,-0.007870718493717923,-0.5183618838838593
61.27291638623103,-0.01102482845593249,-0.7260901060561926
61.371223031325734,-0.013265802550949193,-0.8736796226769848
61.46952967642043,-0.010341564506836636,-0.6810906586303093
61.567836321515124,-0.005090890500082514,-0.33528369891870075
61.66614296660982,-0.00376066420657745,-0.24767561094871585
61.764449611704514,-0.005700447880811834,-0.3754288658684356
61.86275625679921,-0.009683867686205754,-0.6377750504509027
61.961062901893904,-0.01263290275941327,-0.831997135356001
62.0593695469886,-0.008837106741506486,-0.5820077665722379
62.157676192083294,-0.00953045565519891,-0.6276714050984357
62.25598283717799,-0.010783899077528206,-0.7102226087131805
62.354289482272684,-0.012159990388818431,-0.80085134552501
62.45259612736738,-0.016116532311842277,-1.0614273652155175
62.550902772462074,-0.012969585647439944,-0.8541709145214307
62.64920941755677,-0.009085669007461883,-0.5983779623563406
62.747516062651464,-0.011951530694267732,-0.7871222865313914
62.84582270774616,-0.016920051045716,-1.1143467371046825
62.944129352840854,-0.012908623263088795,-0.8501559601056502
63.04243599793555,-0.0011003095258253284,-0.07246588306958067
63.140742643030244,-0.003872374941046787,-0.25503282821345186
63.23904928812494,-0.014004796661545122,-0.9223494327435098
63.337355933219634,-0.014053640669603797,-0.9255662765058863
63.43566257831433,-0.009853749523472614,-0.6489633896202945
63.533969223409024,-0.008859724032087006,-0.5834973308610325
63.63227586850372,-0.005969314761113325,-0.39313631415499944
63.730582513598414,-0.0020794669589430832,-0.13695273839328223
63.82888915869311,-0.006039872413479794,-0.39778320848091864
63.92719580378781,-0.010661161643733433,-0.7021391781347865
64.0255024488825,-0.007336091557649683,-0.48315160133653756
64.1238090939772,-0.006230880434948127,-0.4103629083631679
64.2221157390719,-0.010601430854476322,-0.6982053360018323
64.32042238416659,-0.00964272082277548,-0.6350651370709844
64.41872902926129,0.0042536304598096465,0.28014212621252027
64.51703567435598,0.013338101826826453,0.8784412055258155
64.61534231945068,0.009884150770276743,0.6509655876676596
64.71364896454537,0.01211558161095139,0.7979265899747588
64.81195560964007,0.01720395986314243,1.133044826412485
64.91026225473476,0.022040304274953005,1.4515642307813572
65.00856889982946,0.023141922154886568,1.524116274449227
65.10687554492415,0.018746356877528018,1.2346263798524526
65.20518219001885,0.01749957900345618,1.1525141661606697
65.30348883511354,0.017625041401463926,1.160777061620829
65.40179548020824,0.007317246484827563,0.481910459567903
65.50010212530293,-0.00010018924287414147,-0.006598424158898578
65.59840877039763,0.002863916387422321,0.188616200660387
65.69671541549232,0.008880495470031707,0.5848653141542538
65.79502206058702,0.013316851627408949,0.8770416772282332
65.89332870568171,0.016195794093011567,1.0666474954401546
65.9916353507764,0.022190762431956404,1.4614733353592133
66.0899419958711,0.0260057499268928,1.7127266459370107
66.1882486409658,0.01778953874940433,1.171610780815493
66.28655528606049,0.011965768118620396,0.7880599427138322
66.38486193115519,0.01213124831023725,0.7989583915380991
66.48316857624988,0.00797174229197065,0.5250152504806528
66.58147522134458,0.0007410411185239177,0.04880461806348309
66.67978186643927,-0.004626402197748344,-0.30469271432411904
66.77808851153397,-0.0097061919678644,-0.6392453173077274
66.87639515662866,-0.011429006505606604,-0.7527090853263178
66.97470180172336,-0.012350192413669336,-0.8133779628431062
67.07300844681805,-0.015181212914931427,-0.999827662665143
